Form ID,Lobbyist/Registrant,Organization/Firm,Employer,Registration Period
R001753,"White, Josh ",Perry White Ross & Jacobson,"United Healthcare Services, Inc.",11/01/19-10/31/20
R008382,"White, Josh ",Perry White Ross & Jacobson,"Altria Client Services LLC and its Affiliates - Philip Morris USA Inc., John Middleton Co., and U.S. Smokeless Tobacco Company Co., and Helix Innvovations LLC",11/01/21-10/31/22
R005584,"White, Josh ",Perry White Ross & Jacobson,"Holy Cross Health, Inc.",11/01/20-10/31/21
R005694,"White, Josh ",Perry White Ross & Jacobson,Maryland Horse Breeders Association,11/01/20-10/31/21
R005709,"White, Josh ",Perry White Ross & Jacobson,"Washington Football Team, The",11/01/20-10/31/21
R004817,"White, Josh ",Perry White Ross & Jacobson,America's Agenda,11/01/20-10/31/21
R005570,"White, Josh ",Perry White Ross & Jacobson,Gilchrist Hospice,11/01/20-10/31/21
R005710,"White, Josh ",Perry White Ross & Jacobson,"Wegmans Food Markets, Inc.",11/01/20-10/31/21
R004820,"White, Josh ",Perry White Ross & Jacobson,Curtis Bay Energy,11/01/20-10/31/21
R004819,"White, Josh ",Perry White Ross & Jacobson,Bayer U.S. LLC,11/01/20-10/31/21
R005697,"White, Josh ",Perry White Ross & Jacobson,National Venture Capital Association,11/01/20-10/31/21
R005537,"White, Josh ",Perry White Ross & Jacobson,Anheuser-Busch Companies,11/01/20-10/31/21
R004651,"White, Josh ",Perry White Ross & Jacobson,Ports America Chesapeake,11/01/20-10/31/21
R005712,"White, Josh ",Perry White Ross & Jacobson,W.R. Grace & Co.,11/01/20-10/31/21
R007001,"White, Josh ",Perry White Ross & Jacobson,"Kyndryl, Inc.",11/19/21-10/31/22
R000852,"White, Josh ",Perry White Ross & Jacobson,"GenOn Mid-Atlantic, Inc.",11/01/19-10/31/20
R000854,"White, Josh ",Perry White Ross & Jacobson,Global Tel Link (GTL),11/01/19-10/31/20
R000857,"White, Josh ",Perry White Ross & Jacobson,Howard Hughes Corporation,11/01/19-10/31/20
R000861,"White, Josh ",Perry White Ross & Jacobson,Maryland Affordable Housing Coalition,11/01/19-10/31/20
R000846,"White, Josh ",Perry White Ross & Jacobson,"DraftKings, Inc.",11/01/19-10/31/20
R000849,"White, Josh ",Perry White Ross & Jacobson,"FanDuel, Inc.",11/01/19-10/31/20
R000811,"White, Josh ",Perry White Ross & Jacobson,Caves Valley Partners,11/01/19-10/31/20
R001756,"White, Josh ",Perry White Ross & Jacobson,Gilchrist Hospice,11/01/19-10/31/20
R001759,"White, Josh ",Perry White Ross & Jacobson,"Wegmans Food Markets, Inc.",11/01/19-10/31/20
R001762,"White, Josh ",Perry White Ross & Jacobson,Corning Incorporated,11/01/19-10/31/20
R001739,"White, Josh ",Perry White Ross & Jacobson,Mercy Medical Center,11/01/19-10/31/20
R001740,"White, Josh ",Perry White Ross & Jacobson,"Nissan North America, Inc.",11/01/19-10/31/20
R001745,"White, Josh ",Perry White Ross & Jacobson,Procter & Gamble,11/01/19-10/31/20
R001751,"White, Josh ",Perry White Ross & Jacobson,Stevenson University,11/01/19-10/31/20
R002671,"White, Peter B",Association of Maryland Pilots,Association of Maryland Pilots,11/19/19-10/31/20
R003492,"White, Josh ",Perry White Ross & Jacobson,Pavement Coatings Technology Council,01/27/20-10/31/20
R008406,"White, Josh ",Perry White Ross & Jacobson,Gilchrist Hospice,11/01/21-10/31/22
R008412,"White, Josh ",Perry White Ross & Jacobson,"HDR Engineering, Inc.",11/01/21-10/31/22
R008386,"White, Josh ",Perry White Ross & Jacobson,AT&T,11/01/21-10/31/22
R008427,"White, Josh ",Perry White Ross & Jacobson,"Nissan North America, Inc.",11/01/21-10/31/22
R008431,"White, Josh ",Perry White Ross & Jacobson,Pharmaceutical Research & Manufacturers of America,11/01/21-10/31/22
R008429,"White, Josh ",Perry White Ross & Jacobson,Pavement Coatings Technology Council,11/01/21-10/31/22
R008417,"White, Josh ",Perry White Ross & Jacobson,International Sleep Products Association,11/01/21-10/31/22
R008419,"White, Josh ",Perry White Ross & Jacobson,Konterra Realty,11/01/21-10/31/22
R008395,"White, Josh ",Perry White Ross & Jacobson,"Corizon Health, Inc.",11/01/21-10/31/22
R008405,"White, Josh ",Perry White Ross & Jacobson,"GenOn Mid-Atlantic, Inc.",11/01/21-10/31/22
R008449,"White, Josh ",Perry White Ross & Jacobson,W.R. Grace & Co.,11/01/21-10/31/22
R008450,"White, Josh ",Perry White Ross & Jacobson,Warfield Companies,11/01/21-10/31/22
R008962,"White, Karla Beckner",CSL Behring								,CSL Behring,11/01/21-10/31/22
R000800,"White, Josh ",Perry White Ross & Jacobson,"Altria Client Services LLC and its Affiliates - Philip Morris USA Inc., John Middleton Co., and U.S. Smokeless Tobacco Company, LLC",11/01/19-10/31/20
R006990,"White, Josh ",Perry White Ross & Jacobson,"Novartis Services, Inc.",12/30/20-10/31/21
R005711,"White, Josh ",Perry White Ross & Jacobson,Washington Gas,11/01/20-10/31/21
R005566,"White, Josh ",Perry White Ross & Jacobson,"FirstEnergy, Corp.",11/01/20-10/31/21
R005555,"White, Josh ",Perry White Ross & Jacobson,Ernst & Young,11/01/20-10/31/21
R008011,"White, Josh ",Perry White Ross & Jacobson,Innovative Lending Platform Association,09/16/21-10/31/21
R005696,"White, Josh ",Perry White Ross & Jacobson,"Nissan North America, Inc.",11/01/20-10/31/21
R007124,"White, Josh ",Perry White Ross & Jacobson,"LeaseLock, Inc.",01/12/21-10/31/21
R005563,"White, Josh ",Perry White Ross & Jacobson,"FMR, LLC",11/01/20-10/31/21
R005561,"White, Josh ",Perry White Ross & Jacobson,"FanDuel, Inc.",11/01/20-10/31/21
R005538,"White, Josh ",Perry White Ross & Jacobson,AT&T,11/01/20-10/31/21
R007194,"White, Josh ",Perry White Ross & Jacobson,Pavement Coatings Technology Council,01/15/21-10/31/21
R007619,"White, Josh ",Perry White Ross & Jacobson,International Sleep Products Association,03/11/21-10/31/21
R005708,"White, Josh ",Perry White Ross & Jacobson,"Redwood Capital Investments, LLC",11/01/20-10/31/21
R005700,"White, Josh ",Perry White Ross & Jacobson,Republic Services,11/01/20-10/31/21
R005707,"White, Josh ",Perry White Ross & Jacobson,"United Healthcare Services, Inc.",11/01/20-10/31/21
R004857,"White, Karla Beckner",CSL Behring								,CSL Behring,11/01/20-10/31/21
R000843,"White, Josh ",Perry White Ross & Jacobson,Curtis Bay Energy,11/01/19-10/31/20
R000851,"White, Josh ",Perry White Ross & Jacobson,First Energy Service Company,11/01/19-10/31/20
R000853,"White, Josh ",Perry White Ross & Jacobson,Gilbane Development Company,11/01/19-10/31/20
R001148,"White, Karla Beckner",CSL Behring								,CSL Behring,11/01/19-10/31/20
R001741,"White, Josh ",Perry White Ross & Jacobson,Peterson Companies,11/01/19-10/31/20
R001742,"White, Josh ",Perry White Ross & Jacobson,Pharmaceutical Research & Manufacturers of America,11/01/19-10/31/20
R001743,"White, Josh ",Perry White Ross & Jacobson,Ports America Chesapeake,11/01/19-10/31/20
R003310,"White, Josh ",Perry White Ross & Jacobson,America's Agenda,01/13/20-10/31/20
R003293,"White, Josh ",Perry White Ross & Jacobson,Beatty Development Group LLC,01/13/20-10/31/20
R008385,"White, Josh ",Perry White Ross & Jacobson,Association of Dental Support Organizations,11/01/21-10/31/22
R008388,"White, Josh ",Perry White Ross & Jacobson,Baltimore Scrap Corp.,11/01/21-10/31/22
R008389,"White, Josh ",Perry White Ross & Jacobson,Beatty Development Group LLC,11/01/21-10/31/22
R008383,"White, Josh ",Perry White Ross & Jacobson,America's Agenda,11/01/21-10/31/22
R008428,"White, Josh ",Perry White Ross & Jacobson,"Novartis Services, Inc.",11/01/21-10/31/22
R008423,"White, Josh ",Perry White Ross & Jacobson,McCormack Baron Salazar Inc.,11/01/21-10/31/22
R008430,"White, Josh ",Perry White Ross & Jacobson,Peterson Companies,11/01/21-10/31/22
R008420,"White, Josh ",Perry White Ross & Jacobson,"LeaseLock, Inc.",11/01/21-10/31/22
R008392,"White, Josh ",Perry White Ross & Jacobson,Caves Valley Partners,11/01/21-10/31/22
R008381,"White, Josh ",Perry White Ross & Jacobson,28 Walker Avenue,11/01/21-10/31/22
R008411,"White, Josh ",Perry White Ross & Jacobson,"GTI Maryland, LLC",11/01/21-10/31/22
R008448,"White, Josh ",Perry White Ross & Jacobson,"Vessel Technologies, Inc.",11/01/21-10/31/22
R008393,"White, Josh ",Perry White Ross & Jacobson,Cisco,11/01/21-10/31/22
R008421,"White, Josh ",Perry White Ross & Jacobson,Maryland Affordable Housing Coalition,11/01/21-10/31/22
R008425,"White, Josh ",Perry White Ross & Jacobson,"ModivCare Solutions, LLC",11/01/21-10/31/22
R008441,"White, Josh ",Perry White Ross & Jacobson,Scotts Miracle-Gro Company,11/01/21-10/31/22
R008436,"White, Josh ",Perry White Ross & Jacobson,"Pure Storage, Inc.",11/01/21-10/31/22
R008445,"White, Josh ",Perry White Ross & Jacobson,Sun Service LLC,11/01/21-10/31/22
R008446,"White, Josh ",Perry White Ross & Jacobson,Transurban,11/01/21-10/31/22
R005701,"White, Josh ",Perry White Ross & Jacobson,Science Applications International Corporation (SAIC),11/01/20-10/31/21
R006793,"White, Josh ",Perry White Ross & Jacobson,Canton Stevedoring,12/01/20-10/31/21
R005568,"White, Josh ",Perry White Ross & Jacobson,"GenOn Mid-Atlantic, Inc.",11/01/20-10/31/21
R004822,"White, Josh ",Perry White Ross & Jacobson,IWP (Injured Workers Pharmacy),11/01/20-10/31/21
R005703,"White, Josh ",Perry White Ross & Jacobson,"St. John Properties, Inc.",11/01/20-10/31/21
R004650,"White, Josh ",Perry White Ross & Jacobson,Pharmaceutical Research & Manufacturers of America,11/01/20-10/31/21
R005693,"White, Josh ",Perry White Ross & Jacobson,Mercy Medical Center,11/01/20-10/31/21
R005704,"White, Josh ",Perry White Ross & Jacobson,Stevenson University,11/01/20-10/31/21
R005544,"White, Josh ",Perry White Ross & Jacobson,Concentra,11/01/20-10/31/21
R005572,"White, Josh ",Perry White Ross & Jacobson,Glaxo Smith Kline,11/01/20-10/31/21
R005581,"White, Josh ",Perry White Ross & Jacobson,Greenvest,11/01/20-10/31/21
R005699,"White, Josh ",Perry White Ross & Jacobson,Recovery Centers of America,11/01/20-10/31/21
R006677,"Wiggins, Grason ",Maryland Multi-Housing Association ,Maryland Multi-Housing Association,11/20/20-10/31/21
R007293,"Wiggins, Grason ",Maryland Multi-Housing Association ,Pool & Hot Tub Alliance,01/15/21-10/31/21
R010956,"Wiggins, Grason ",Maryland Multi-Housing Association ,Maryland Multi-Housing Association,11/01/21-10/31/22
R004044,"Wiley, Justin ",International Code Council,International Code Council,12/14/20-10/31/21
R002368,"Wilkerson, Alice ",Public Policy Partners,PharmaCannis,11/01/19-09/04/20
R006293,"Wilkerson, Alice ",Strong Future Maryland,"Strong Future Maryland, Inc.",11/05/20-10/31/21
R002366,"Wilkerson, Alice ",Public Policy Partners,Marylanders to Prevent Gun Violence,11/01/19-09/04/20
R002370,"Wilkerson, Alice ",Public Policy Partners,City of Takoma Park,11/01/19-09/04/20
R002369,"Wilkerson, Alice ",Public Policy Partners,Waterkeepers Chesapeake,11/01/19-09/04/20
R002788,"Wilkerson, Alice ",Public Policy Partners,ACLU of Maryland,12/02/19-09/04/20
R004153,"Wilkerson, Alice ",Strong Future Maryland,"Strong Future Maryland, Inc.",10/02/20-10/31/20
R007541,"Wilkerson, Alice ",Strong Future Maryland,"Strong Future Maryland, Inc.",11/11/21-10/31/22
R002367,"Wilkerson, Alice ",Public Policy Partners,Public Justice Center,11/01/19-09/04/20
R003448,"Wilkerson, Alice ",Public Policy Partners,Health Care for the Homeless,01/28/20-09/04/20
R003719,"Wilkerson, Alice ",Public Policy Partners,Pear Therapeutics,02/27/20-09/04/20
R007598,"Willard, James ",National Council on Problem Gambling,National Council on Problem Gambling,03/08/21-10/31/21
R003407,"Williams, Montana Symone",Evans & Associates ,Prince George's County Council,01/27/20-10/31/20
R000276,"Williams, Margaret E.",Maryland Family Network,Maryland Family Network,11/01/19-10/31/20
R002703,"Williams, Lisa B.",Baltimore City Medical Society,Baltimore City Medical Society,11/21/19-10/31/20
R006199,"Williams, Lisa B.",Baltimore City Medical Society,Baltimore City Medical Society,11/01/20-10/31/21
R003055,"Williams, Justin Alexander","Rosenberg Martin Greenberg, LLP","3925 Gough Street, LLC",01/03/20-04/30/20
R002969,"Wilson, Michael James",Food Research and Action Center dba Maryland Hunger Solutions,Food Research and Action Center dba Maryland Hunger Solutions,12/17/19-10/31/20
R004035,"Wilson, Kimberly ",The Feighan Team,Responsible Business Lending Coalition (RBLC)/Opportunity Fund,07/17/20-10/31/20
R006666,"Wilson, Kimberly ",The Feighan Team,Responsible Business Lending Coalition (RBLC)/Opportunity Fund,11/19/20-10/31/21
R006921,"Wilson, Lara D.",Maryland Rural Health Association,Maryland Rural Health Association,12/17/20-05/07/21
R007805,"Wilson, Michael James",Food Research and Action Center dba Maryland Hunger Solutions,Food Research and Action Center dba Maryland Hunger Solutions,11/17/20-10/31/21
R009689,"Wilson, Michael James",Food Research and Action Center dba Maryland Hunger Solutions,Food Research and Action Center dba Maryland Hunger Solutions,11/01/21-10/31/22
R007358,"Wilson, Mike ",United Food & Commercial Workers Union Local 400,United Food & Commercial Workers Union Local 400,01/29/21-10/31/21
R003268,"Wilson, Lara D.",Maryland Rural Health Association,Maryland Rural Health Association,01/14/20-10/31/20
R007825,"Wilson, Mike ",United Food & Commercial Workers Union Local 400,United Food & Commercial Workers Union Local 400,11/01/21-10/31/22
R008946,"Wilson, Kimberly ",The Feighan Team,Responsible Business Lending Coalition (RBLC)/Opportunity Fund,11/01/21-10/31/22
R003031,"Wilson , Claudia ",Community Development Network of MD,Community Development Network of MD,01/04/20-10/31/20
R003901,"Winfield Dixon, Takirra ",The Education Trust,"Education Trust, The",02/26/20-10/31/20
R001577,"Wingo, Sally Ann",Capitol Strategies,Tradepoint Atlantic,11/01/19-10/31/20
R001119,"Wingo, Sally Ann",Capitol Strategies,"Verizon/DCI Group AZ, LLC",11/01/19-10/31/20
R005208,"Wingo, Sally Ann",Capitol Strategies,Educational Testing Service (ETS),12/09/20-06/01/21
R001105,"Wingo, Sally Ann",Capitol Strategies,Bard Early College,11/01/19-10/31/20
R001124,"Wingo, Sally Ann",Capitol Strategies,Exelon Corporation,11/01/19-10/31/20
R005205,"Wingo, Sally Ann",Capitol Strategies,Bard Early College,11/01/20-05/01/21
R001109,"Wingo, Sally Ann",Capitol Strategies,Covanta Energy LLC,11/01/19-10/31/20
R001130,"Wingo, Sally Ann",Capitol Strategies,International Council of Shopping Centers,11/01/19-10/31/20
R001342,"Wingo, Sally Ann",Capitol Strategies,Educational Testing Service (ETS),11/01/19-10/31/20
R009311,"Winn, Joseph ","United HealthCare Services, Inc.","United Healthcare Services, Inc.",11/01/21-10/31/22
R004752,"Winn, Joseph ","United HealthCare Services, Inc.","United Healthcare Services, Inc.",11/01/20-10/31/21
R001820,"Winn, Joseph ","United HealthCare Services, Inc.","United Healthcare Services, Inc.",11/01/19-10/31/20
R000121,"Wise, J. Steven","Schwartz, Metz & Wise, P.A.",Maryland Tech Council,11/01/19-10/31/20
R000205,"Wise, J. Steven","Schwartz, Metz & Wise, P.A.",Automated Health Care Solutions,11/01/19-10/31/20
R000207,"Wise, J. Steven","Schwartz, Metz & Wise, P.A.",Maryland Chapter of the American College of Emergency Physicians,11/01/19-10/31/20
R000175,"Wise, J. Steven","Schwartz, Metz & Wise, P.A.","Maryland Chapter, American Academy of Pediatrics",11/01/19-10/31/20
R000212,"Wise, J. Steven","Schwartz, Metz & Wise, P.A.","MCNA Healthcare Holdings, LLC",11/01/19-10/31/20
R000214,"Wise, J. Steven","Schwartz, Metz & Wise, P.A.",Maryland Society of Eye Physicians & Surgeons,11/01/19-10/31/20
R008870,"Wise, J. Steven","Schwartz, Metz & Wise, P.A.",Catholic Charities,11/01/21-10/31/22
R008875,"Wise, J. Steven","Schwartz, Metz & Wise, P.A.","Maryland Chapter, American Academy of Pediatrics",11/01/21-10/31/22
R009064,"Wise, J. Steven","Schwartz, Metz & Wise, P.A.",Hospice and Palliative Care Network of Maryland,11/01/21-10/31/22
R009073,"Wise, J. Steven","Schwartz, Metz & Wise, P.A.","MD/DC Society for Respiratory Care, Inc.",11/01/21-10/31/22
R009733,"Wise, J. Steven","Schwartz, Metz & Wise, P.A.",Diversified Healthcare Trust,11/01/21-10/31/22
R007046,"Wise, J. Steven","Schwartz, Metz & Wise, P.A.",Diversified Healthcare Trust,01/06/21-10/31/21
R006991,"Wise, J. Steven","Schwartz, Metz & Wise, P.A.","Sazerac Company, Inc.",12/30/20-10/31/21
R007303,"Wise, J. Steven","Schwartz, Metz & Wise, P.A.",LifeSpan Network,01/23/21-10/31/21
R006992,"Wise, J. Steven","Schwartz, Metz & Wise, P.A.","Getaround, Inc.",12/30/20-10/31/21
R007506,"Wise, J. Steven","Schwartz, Metz & Wise, P.A.","Jolly Roger Liquors, Inc.",02/22/21-10/31/21
R004875,"Wise, J. Steven","Schwartz, Metz & Wise, P.A.",Maryland Section of the American College of Obstetricians and Gynecologists,11/01/20-10/31/21
R004852,"Wise, J. Steven","Schwartz, Metz & Wise, P.A.","Greenwich Biosciences, Inc.",11/01/20-10/31/21
R004845,"Wise, J. Steven","Schwartz, Metz & Wise, P.A.",Baltimore Gas and Electric Company,11/01/20-10/31/21
R004948,"Wise, J. Steven","Schwartz, Metz & Wise, P.A.","Merck & Co., Inc.",11/01/20-10/31/21
R000157,"Wise, J. Steven","Schwartz, Metz & Wise, P.A.",Baltimore Gas and Electric Company,11/01/19-10/31/20
R000177,"Wise, J. Steven","Schwartz, Metz & Wise, P.A.",Maryland Section of the American College of Obstetricians and Gynecologists,11/01/19-10/31/20
R000178,"Wise, J. Steven","Schwartz, Metz & Wise, P.A.",Merck Sharp & Dohme Corp.,11/01/19-10/31/20
R000084,"Wise, J. Steven","Schwartz, Metz & Wise, P.A.",Curaleaf,11/01/19-10/31/20
R003210,"Wise, J. Steven","Schwartz, Metz & Wise, P.A.","Anne Arundel County Licensed Beverage Association, Inc.",01/10/20-10/31/20
R008881,"Wise, J. Steven","Schwartz, Metz & Wise, P.A.","Waste Management, Inc.",11/01/21-10/31/22
R009070,"Wise, J. Steven","Schwartz, Metz & Wise, P.A.",Maryland Academy of Family Physicians,11/01/21-10/31/22
R009072,"Wise, J. Steven","Schwartz, Metz & Wise, P.A.",Maryland State Licensed Beverage Association,11/01/21-10/31/22
R009071,"Wise, J. Steven","Schwartz, Metz & Wise, P.A.",Maryland Ambulatory Surgery Association,11/01/21-10/31/22
R009500,"Wise, J. Steven","Schwartz, Metz & Wise, P.A.","Insurance Agents & Brokers of Maryland, Inc., care of Bryson F. Popham, P.A.",11/01/21-10/31/22
R009485,"Wise, J. Steven","Schwartz, Metz & Wise, P.A.","Getaround, Inc.",11/01/21-10/31/22
R004945,"Wise, J. Steven","Schwartz, Metz & Wise, P.A.","MedChi, The Maryland State Medical Society",11/01/20-10/31/21
R004880,"Wise, J. Steven","Schwartz, Metz & Wise, P.A.",Maryland State Licensed Beverage Association,11/01/20-10/31/21
R004928,"Wise, J. Steven","Schwartz, Metz & Wise, P.A.",Maryland Society of Eye Physicians & Surgeons,11/01/20-10/31/21
R005030,"Wise, J. Steven","Schwartz, Metz & Wise, P.A.","Agency Services, Inc., care of Bryson F. Popham, P.A.",11/01/20-10/31/21
R004926,"Wise, J. Steven","Schwartz, Metz & Wise, P.A.","MCNA Healthcare Holdings, LLC",11/01/20-10/31/21
R004982,"Wise, J. Steven","Schwartz, Metz & Wise, P.A.","Synagro Technologies, Inc.",11/01/20-10/31/21
R004847,"Wise, J. Steven","Schwartz, Metz & Wise, P.A.",Curaleaf,11/01/20-10/31/21
R004854,"Wise, J. Steven","Schwartz, Metz & Wise, P.A.",Maryland Academy of Family Physicians,11/01/20-10/31/21
R000086,"Wise, J. Steven","Schwartz, Metz & Wise, P.A.",Maryland State Licensed Beverage Association,11/01/19-10/31/20
R000088,"Wise, J. Steven","Schwartz, Metz & Wise, P.A.","MD/DC Society for Respiratory Care, Inc.",11/01/19-10/31/20
R000091,"Wise, J. Steven","Schwartz, Metz & Wise, P.A.",Senior Housing Properties Trust,11/01/19-10/31/20
R000216,"Wise, J. Steven","Schwartz, Metz & Wise, P.A.",Patient First,11/01/19-10/31/20
