Form ID,Lobbyist/Registrant,Organization/Firm,Employer,Reporting Period,Lobbyist Compensation,Staff Expenses,Office Expenses,Research Expenses,Communications,Witness Fees or Expenses,Other Operating Expenses,Sponsored Event Expenses,Tickets to Events Expenses,Meal & Bev at Meetings,Meal & Bev for Speaking,Meal & Bev for Officials,Gift expenses,Total Expenses
A001612,"Perry, Timothy ",Perry White Ross & Jacobson,Tradepoint Atlantic,05/01/20-10/31/20,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
A001625,"Perry, Timothy ",Perry White Ross & Jacobson,Republic Services,11/01/19-04/30/20,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
A001626,"Perry, Timothy ",Perry White Ross & Jacobson,Republic Services,05/01/20-10/31/20,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
A001645,"Perry, Timothy ",Perry White Ross & Jacobson,Washington Gas,11/01/19-04/30/20,"$90,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$90,000.00"
A001648,"Perry, Timothy ",Perry White Ross & Jacobson,Atos,05/01/20-10/31/20,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
A001651,"Perry, Timothy ",Perry White Ross & Jacobson,Baltimore Scrap Corp.,11/01/19-04/30/20,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
A001652,"Perry, Timothy ",Perry White Ross & Jacobson,Baltimore Scrap Corp.,05/01/20-10/31/20,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
A001998,"Perry, Timothy ",Perry White Ross & Jacobson,CNU Online Holdings,05/01/20-10/31/20,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
A002039,"Perry, Timothy ",Perry White Ross & Jacobson,RPAI US Management LLC,11/01/19-04/30/20,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
A002048,"Perry, Timothy ",Perry White Ross & Jacobson,"Washington Football Team, The",05/01/20-10/31/20,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
A002055,"Perry, Timothy ",Perry White Ross & Jacobson,Gilbane Development Company,11/01/19-04/30/20,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
A002060,"Perry, Timothy ",Perry White Ross & Jacobson,Mercy Medical Center,05/01/20-10/31/20,"$42,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$42,000.00"
A002070,"Perry, Timothy ",Perry White Ross & Jacobson,Corvias Solutions,05/01/20-10/31/20,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
A002077,"Perry, Timothy ",Perry White Ross & Jacobson,Transurban,11/01/19-04/30/20,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
A002444,"Perry, Timothy ",Perry White Ross & Jacobson,"iHeart Media, Inc., Clear Channel Outdoor and Affiliated Entities",11/01/19-04/30/20,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
A002445,"Perry, Timothy ",Perry White Ross & Jacobson,"iHeart Media, Inc., Clear Channel Outdoor and Affiliated Entities",05/01/20-10/31/20,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
A002450,"Perry, Timothy ",Perry White Ross & Jacobson,Gilchrist Hospice,11/01/19-04/30/20,"$32,400.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$32,400.00"
A002459,"Perry, Timothy ",Perry White Ross & Jacobson,"GenOn Mid-Atlantic, Inc.",05/01/20-10/31/20,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
A002388,"Perry, Timothy ",Perry White Ross & Jacobson,Corning Incorporated,11/01/19-04/30/20,"$30,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$30,000.00"
A002389,"Perry, Timothy ",Perry White Ross & Jacobson,Corning Incorporated,05/01/20-10/31/20,"$2,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$2,000.00"
A002404,"Perry, Timothy ",Perry White Ross & Jacobson,Curtis Bay Energy,11/01/19-04/30/20,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
A002405,"Perry, Timothy ",Perry White Ross & Jacobson,Curtis Bay Energy,05/01/20-10/31/20,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
A002432,"Perry, Timothy ",Perry White Ross & Jacobson,Ernst & Young,11/01/19-04/30/20,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
A002435,"Perry, Timothy ",Perry White Ross & Jacobson,"HDR Engineering, Inc.",05/01/20-10/31/20,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
A002439,"Perry, Timothy ",Perry White Ross & Jacobson,Preston Scheffenacker Properties,05/01/20-10/31/20,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
A002441,"Perry, Timothy ",Perry White Ross & Jacobson,"DraftKings, Inc.",05/01/20-10/31/20,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
A002442,"Perry, Timothy ",Perry White Ross & Jacobson,Scotts Miracle-Gro Company,11/01/19-04/30/20,"$30,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$30,000.00"
A011693,"Perry, Timothy ",Perry White Ross & Jacobson,"ModivCare Solutions, LLC",11/20/20-04/30/21,"$24,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$24,000.00"
A012933,"Perry, Reed",Chesapeake Conservancy,Chesapeake Conservancy,01/13/21-04/30/21,"$2,038.46",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$2,038.46"
A012938,"Perry, Timothy ",Perry White Ross & Jacobson,B&O Railroad Museum,01/26/21-04/30/21,"$28,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$28,000.00"
A005761,"Perry, Timothy ",Perry White Ross & Jacobson,BuyLottoNow,05/01/20-10/31/20,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
A005800,"Perry, Timothy ",Perry White Ross & Jacobson,McCormack Baron Salazar Inc.,01/13/20-04/30/20,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
A005801,"Perry, Timothy ",Perry White Ross & Jacobson,McCormack Baron Salazar Inc.,05/01/20-10/31/20,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
A005857,"Perry, Reed",Chesapeake Conservancy,Chesapeake Conservancy,05/01/20-10/31/20,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
A010261,"Perry, Timothy ",Perry White Ross & Jacobson,Glaxo Smith Kline,11/01/20-04/30/21,"$28,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$28,000.00"
A010263,"Perry, Timothy ",Perry White Ross & Jacobson,"DraftKings, Inc.",11/01/20-04/30/21,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
A010287,"Perry, Timothy ",Perry White Ross & Jacobson,"Redwood Capital Investments, LLC",11/01/20-04/30/21,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
A010297,"Perry, Timothy ",Perry White Ross & Jacobson,PREIT,11/01/20-04/30/21,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
A010321,"Perry, Timothy ",Perry White Ross & Jacobson,W.R. Grace & Co.,11/01/20-04/30/21,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
A010331,"Perry, Timothy ",Perry White Ross & Jacobson,"Pure Storage, Inc.",11/01/20-04/30/21,"$36,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$36,000.00"
A010335,"Perry, Timothy ",Perry White Ross & Jacobson,"Washington Football Team, The",11/01/20-04/30/21,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
A010345,"Perry, Timothy ",Perry White Ross & Jacobson,Beatty Development Group LLC,11/01/20-04/30/21,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
A010365,"Perry, Timothy ",Perry White Ross & Jacobson,2U,11/01/20-04/30/21,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
A010367,"Perry, Timothy ",Perry White Ross & Jacobson,"Amazon.com Services, Inc.",11/01/20-04/30/21,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
A010491,"Perry, Timothy ",Perry White Ross & Jacobson,McCormack Baron Salazar Inc.,11/01/20-04/30/21,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
A010501,"Perry, Timothy ",Perry White Ross & Jacobson,Procter & Gamble,11/01/20-04/30/21,"$22,500.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$22,500.00"
A010503,"Perry, Timothy ",Perry White Ross & Jacobson,Cross Street Partners,11/01/20-04/30/21,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
A010511,"Perry, Timothy ",Perry White Ross & Jacobson,Lennar,11/01/20-04/30/21,"$48,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$48,000.00"
A010513,"Perry, Timothy ",Perry White Ross & Jacobson,"FanDuel, Inc.",11/01/20-04/30/21,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
A010539,"Perry, Timothy ",Perry White Ross & Jacobson,National Venture Capital Association,11/01/20-04/30/21,"$42,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$42,000.00"
A010541,"Perry, Timothy ",Perry White Ross & Jacobson,Anheuser-Busch Companies,11/01/20-04/30/21,"$42,500.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$42,500.00"
A006611,"Perry, Timothy ",Perry White Ross & Jacobson,National Venture Capital Association,05/01/20-10/31/20,"$42,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$42,000.00"
A006822,"Perry, Timothy ",Perry White Ross & Jacobson,"Redwood Capital Investments, LLC",11/01/19-04/30/20,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
A011922,"Perry, Timothy ",Perry White Ross & Jacobson,ECHO Realty LP,05/01/21-10/31/21,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
A013363,"Perry, Timothy ",Perry White Ross & Jacobson,"Axon Enterprise, Inc.",05/01/21-10/31/21,"$3,500.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$3,500.00"
A013443,"Perry, Timothy ",Perry White Ross & Jacobson,International Sleep Products Association,05/01/21-10/31/21,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
A011690,"Perry, Timothy ",Perry White Ross & Jacobson,Warfield Companies,05/01/21-10/31/21,"$54,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$54,000.00"
A012939,"Perry, Timothy ",Perry White Ross & Jacobson,B&O Railroad Museum,05/01/21-10/31/21,"$42,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$42,000.00"
A010212,"Perry, Timothy ",Perry White Ross & Jacobson,"GenOn Mid-Atlantic, Inc.",05/01/21-10/31/21,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
A010238,"Perry, Timothy ",Perry White Ross & Jacobson,Global Tel Link (GTL),05/01/21-10/31/21,"$30,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$30,000.00"
A010228,"Perry, Timothy ",Perry White Ross & Jacobson,Gilchrist Hospice,05/01/21-10/31/21,"$32,400.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$32,400.00"
A011692,"Perry, Timothy ",Perry White Ross & Jacobson,Eating Recovery Center,05/01/21-10/31/21,"$42,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$42,000.00"
A010262,"Perry, Timothy ",Perry White Ross & Jacobson,Glaxo Smith Kline,05/01/21-10/31/21,"$24,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$24,000.00"
A010344,"Perry, Timothy ",Perry White Ross & Jacobson,Science Applications International Corporation (SAIC),05/01/21-10/31/21,"$30,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$30,000.00"
A010258,"Perry, Timothy ",Perry White Ross & Jacobson,"GTI Maryland, LLC",05/01/21-10/31/21,"$18,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$18,000.00"
A010322,"Perry, Timothy ",Perry White Ross & Jacobson,W.R. Grace & Co.,05/01/21-10/31/21,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
A010300,"Perry, Timothy ",Perry White Ross & Jacobson,Recovery Centers of America,05/01/21-10/31/21,"$37,500.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$37,500.00"
A010492,"Perry, Timothy ",Perry White Ross & Jacobson,McCormack Baron Salazar Inc.,05/01/21-10/31/21,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
A010294,"Perry, Timothy ",Perry White Ross & Jacobson,RPAI US Management LLC,05/01/21-10/31/21,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
A010498,"Perry, Timothy ",Perry White Ross & Jacobson,"Nissan North America, Inc.",05/01/21-10/31/21,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
A010496,"Perry, Timothy ",Perry White Ross & Jacobson,Transurban,05/01/21-10/31/21,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
A010502,"Perry, Timothy ",Perry White Ross & Jacobson,Procter & Gamble,05/01/21-10/31/21,"$22,500.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$22,500.00"
A010538,"Perry, Timothy ",Perry White Ross & Jacobson,Public Service Enterprise Group,05/01/21-10/31/21,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
A010516,"Perry, Timothy ",Perry White Ross & Jacobson,"Holy Cross Health, Inc.",05/01/21-10/31/21,"$37,500.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$37,500.00"
A001576,"Perry, Timothy ",Perry White Ross & Jacobson,Anheuser-Busch Companies,05/01/20-10/31/20,"$42,500.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$42,500.00"
A001581,"Perry, Timothy ",Perry White Ross & Jacobson,Science Applications International Corporation (SAIC),11/01/19-04/30/20,"$30,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$30,000.00"
A001582,"Perry, Timothy ",Perry White Ross & Jacobson,Science Applications International Corporation (SAIC),05/01/20-10/31/20,"$30,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$30,000.00"
A001583,"Perry, Timothy ",Perry White Ross & Jacobson,"MD Solar 1, LLC / Origis Development, LLC",11/01/19-04/30/20,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
A001588,"Perry, Timothy ",Perry White Ross & Jacobson,Maryland Affordable Housing Coalition,05/01/20-10/31/20,"$36,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$36,000.00"
A001603,"Perry, Timothy ",Perry White Ross & Jacobson,"EYA, LLC",11/01/19-04/30/20,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
A001605,"Perry, Timothy ",Perry White Ross & Jacobson,Daycon,11/01/19-04/30/20,"$12,500.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$12,500.00"
A001622,"Perry, Timothy ",Perry White Ross & Jacobson,Maryland Horse Breeders Association,05/01/20-10/31/20,"$30,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$30,000.00"
A001627,"Perry, Timothy ",Perry White Ross & Jacobson,Howard Hughes Corporation,11/01/19-04/30/20,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
A001643,"Perry, Timothy ",Perry White Ross & Jacobson,Glaxo Smith Kline,11/01/19-04/30/20,"$32,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$32,000.00"
A001650,"Perry, Timothy ",Perry White Ross & Jacobson,Calvin Cafritz Enterprises,05/01/20-10/31/20,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
A001653,"Perry, Timothy ",Perry White Ross & Jacobson,"St. John Properties, Inc.",11/01/19-04/30/20,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
A001654,"Perry, Timothy ",Perry White Ross & Jacobson,"St. John Properties, Inc.",05/01/20-10/31/20,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
A001655,"Perry, Timothy ",Perry White Ross & Jacobson,"United Healthcare Services, Inc.",11/01/19-04/30/20,"$60,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$60,000.00"
A001927,"Perry, Timothy ",Perry White Ross & Jacobson,Caves Valley Partners,11/01/19-04/30/20,"$42,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$42,000.00"
A001961,"Perry, Timothy ",Perry White Ross & Jacobson,Cisco,11/01/19-04/30/20,"$30,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$30,000.00"
A001962,"Perry, Timothy ",Perry White Ross & Jacobson,Cisco,05/01/20-10/31/20,"$40,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$40,000.00"
A002045,"Perry, Timothy ",Perry White Ross & Jacobson,Pharmaceutical Research & Manufacturers of America,11/01/19-04/30/20,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
A002059,"Perry, Timothy ",Perry White Ross & Jacobson,Mercy Medical Center,11/01/19-04/30/20,"$42,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$42,000.00"
A002069,"Perry, Timothy ",Perry White Ross & Jacobson,Corvias Solutions,11/01/19-04/30/20,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
A002081,"Perry, Timothy ",Perry White Ross & Jacobson,"Darden, Inc.",11/01/19-04/02/20,"$60,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$60,000.00"
A002436,"Perry, Timothy ",Perry White Ross & Jacobson,Fidelity Investments,11/01/19-04/30/20,"$40,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$40,000.00"
A002438,"Perry, Timothy ",Perry White Ross & Jacobson,Preston Scheffenacker Properties,11/01/19-04/30/20,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
A002443,"Perry, Timothy ",Perry White Ross & Jacobson,Scotts Miracle-Gro Company,05/01/20-10/31/20,"$30,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$30,000.00"
A002451,"Perry, Timothy ",Perry White Ross & Jacobson,Gilchrist Hospice,05/01/20-10/31/20,"$32,400.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$32,400.00"
A002453,"Perry, Timothy ",Perry White Ross & Jacobson,Global Tel Link (GTL),05/01/20-10/31/20,"$30,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$30,000.00"
A002456,"Perry, Timothy ",Perry White Ross & Jacobson,Peterson Companies,11/01/19-04/30/20,"$36,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$36,000.00"
A002460,"Perry, Timothy ",Perry White Ross & Jacobson,Association of Dental Support Organizations,11/01/19-04/30/20,"$25,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$25,000.00"
A013262,"Perry, Timothy ",Perry White Ross & Jacobson,Envirotest Systems Holdings Corp.,02/17/21-04/30/21,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
A012367,"Perry, Timothy ",Perry White Ross & Jacobson,Campaign for Recycling and the Environment,12/31/20-04/30/21,"$20,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$20,000.00"
A012618,"Perry, Timothy ",Perry White Ross & Jacobson,"LeaseLock, Inc.",01/12/21-04/30/21,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
A012996,"Perry, Timothy ",Perry White Ross & Jacobson,"Vessel Technologies, Inc.",02/01/21-04/30/21,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
A011678,"Perry, Timothy ",Perry White Ross & Jacobson,"Darden, Inc.",11/16/20-04/30/21,"$10,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$10,000.00"
A011689,"Perry, Timothy ",Perry White Ross & Jacobson,Warfield Companies,11/20/20-04/30/21,"$54,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$54,000.00"
A005786,"Perry, Timothy ",Perry White Ross & Jacobson,Cross Street Partners,01/13/20-04/30/20,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
